[sonic] running official CMake benchmark (benchmark/main.cpp)
2026-08-24T02:22:22+00:00
Running /tmp/boostkit-perf/32682799285-1/HPC/sonic/1.0.2/x86_64/build/benchmark/bench
Run on (16 X 2400 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x8)
  L1 Instruction 32 KiB (x8)
  L2 Unified 1024 KiB (x8)
  L3 Unified 32768 KiB (x1)
Load Average: 1.27, 0.35, 0.11
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
canada/Encode_SonicDyn_cv                              0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/canada.json
canada/Encode_Rapidjson_mean                        7438779 ns      7410932 ns            5 bytes_per_second=289.676Mi/s testdata/canada.json
canada/Encode_Rapidjson_median                      7436379 ns      7407965 ns            5 bytes_per_second=289.792Mi/s testdata/canada.json
canada/Encode_Rapidjson_stddev                         5193 ns         5290 ns            5 bytes_per_second=211.594Ki/s testdata/canada.json
canada/Encode_Rapidjson_cv                             0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/canada.json
canada/Encode_YYjson_mean                           7262498 ns      7238018 ns            5 bytes_per_second=296.596Mi/s testdata/canada.json
canada/Encode_YYjson_median                         7262360 ns      7237601 ns            5 bytes_per_second=296.613Mi/s testdata/canada.json
canada/Encode_YYjson_stddev                             962 ns         1212 ns            5 bytes_per_second=50.864Ki/s testdata/canada.json
canada/Encode_YYjson_cv                                0.01 %          0.02 %             5 bytes_per_second=0.02% testdata/canada.json
canada/Encode_SIMDjson_mean                         3485563 ns      3471965 ns            5 bytes_per_second=618.315Mi/s testdata/canada.json
canada/Encode_SIMDjson_median                       3485586 ns      3472160 ns            5 bytes_per_second=618.281Mi/s testdata/canada.json
canada/Encode_SIMDjson_stddev                           484 ns          447 ns            5 bytes_per_second=81.4798Ki/s testdata/canada.json
canada/Encode_SIMDjson_cv                              0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/canada.json
canada/Encode_JsonCpp_mean                        119892449 ns    119533896 ns            5 bytes_per_second=17.9672Mi/s testdata/canada.json
canada/Encode_JsonCpp_median                      121648362 ns    121283118 ns            5 bytes_per_second=17.7005Mi/s testdata/canada.json
canada/Encode_JsonCpp_stddev                        2763220 ns      2753710 ns            5 bytes_per_second=427.441Ki/s testdata/canada.json
canada/Encode_JsonCpp_cv                               2.30 %          2.30 %             5 bytes_per_second=2.32% testdata/canada.json
book/Encode_SonicDyn_mean                               326 ns          325 ns            5 bytes_per_second=1.05225Gi/s testdata/book.json
book/Encode_SonicDyn_median                             326 ns          325 ns            5 bytes_per_second=1.05258Gi/s testdata/book.json
book/Encode_SonicDyn_stddev                           0.342 ns        0.334 ns            5 bytes_per_second=1.10638Mi/s testdata/book.json
book/Encode_SonicDyn_cv                                0.11 %          0.10 %             5 bytes_per_second=0.10% testdata/book.json
book/Encode_Rapidjson_mean                              794 ns          792 ns            5 bytes_per_second=442.124Mi/s testdata/book.json
book/Encode_Rapidjson_median                            793 ns          791 ns            5 bytes_per_second=442.428Mi/s testdata/book.json
book/Encode_Rapidjson_stddev                           1.29 ns         1.27 ns            5 bytes_per_second=727.458Ki/s testdata/book.json
book/Encode_Rapidjson_cv                               0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/book.json
book/Encode_YYjson_mean                                 689 ns          687 ns            5 bytes_per_second=509.634Mi/s testdata/book.json
book/Encode_YYjson_median                               685 ns          683 ns            5 bytes_per_second=512.12Mi/s testdata/book.json
book/Encode_YYjson_stddev                              8.37 ns         8.36 ns            5 bytes_per_second=6.10176Mi/s testdata/book.json
book/Encode_YYjson_cv                                  1.22 %          1.22 %             5 bytes_per_second=1.20% testdata/book.json
book/Encode_SIMDjson_mean                               497 ns          496 ns            5 bytes_per_second=706.029Mi/s testdata/book.json
book/Encode_SIMDjson_median                             497 ns          496 ns            5 bytes_per_second=705.836Mi/s testdata/book.json
book/Encode_SIMDjson_stddev                            4.73 ns         4.74 ns            5 bytes_per_second=6.74729Mi/s testdata/book.json
book/Encode_SIMDjson_cv                                0.95 %          0.96 %             5 bytes_per_second=0.96% testdata/book.json
book/Encode_JsonCpp_mean                              34391 ns        34288 ns            5 bytes_per_second=10.2077Mi/s testdata/book.json
book/Encode_JsonCpp_median                            34383 ns        34281 ns            5 bytes_per_second=10.2097Mi/s testdata/book.json
book/Encode_JsonCpp_stddev                             28.2 ns         28.5 ns            5 bytes_per_second=8.68392Ki/s testdata/book.json
book/Encode_JsonCpp_cv                                 0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/book.json
twitterescaped/Stat_SonicDyn_mean                     46500 ns        46354 ns            5 bytes_per_second=11.2996Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_median                   46495 ns        46350 ns            5 bytes_per_second=11.3006Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_stddev                    16.1 ns         14.8 ns            5 bytes_per_second=3.68948Mi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_cv                        0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_mean                    143183 ns       142604 ns            5 bytes_per_second=3.673Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_median                  143204 ns       142624 ns            5 bytes_per_second=3.67247Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_stddev                     128 ns          128 ns            5 bytes_per_second=3.3801Mi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_cv                        0.09 %          0.09 %             5 bytes_per_second=0.09% testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_mean                    52364 ns        52187 ns            5 bytes_per_second=10.0367Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_median                  52332 ns        52158 ns            5 bytes_per_second=10.0423Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_stddev                   65.6 ns         64.5 ns            5 bytes_per_second=12.691Mi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_cv                       0.13 %          0.12 %             5 bytes_per_second=0.12% testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_mean                   175933 ns       175328 ns            5 bytes_per_second=2.98795Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_median                 176878 ns       176271 ns            5 bytes_per_second=2.97147Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_stddev                   2545 ns         2543 ns            5 bytes_per_second=44.6221Mi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_cv                       1.45 %          1.45 %             5 bytes_per_second=1.46% testdata/twitterescaped.json
twitter/Stat_SonicDyn_mean                            18129 ns        18075 ns            5 bytes_per_second=13.6426Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_median                          18374 ns        18319 ns            5 bytes_per_second=13.4413Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_stddev                            772 ns          770 ns            5 bytes_per_second=601.197Mi/s testdata/twitter.json
twitter/Stat_SonicDyn_cv                               4.26 %          4.26 %             5 bytes_per_second=4.30% testdata/twitter.json
twitter/Find_SonicDyn_mean                            52865 ns        52705 ns            5 bytes_per_second=4.67181Gi/s testdata/twitter.json
twitter/Find_SonicDyn_median                          52839 ns        52680 ns            5 bytes_per_second=4.67402Gi/s testdata/twitter.json
twitter/Find_SonicDyn_stddev                            116 ns          116 ns            5 bytes_per_second=10.5523Mi/s testdata/twitter.json
twitter/Find_SonicDyn_cv                               0.22 %          0.22 %             5 bytes_per_second=0.22% testdata/twitter.json
twitter/Stat_Rapidjson_mean                           20107 ns        20046 ns            5 bytes_per_second=12.2828Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_median                         20110 ns        20050 ns            5 bytes_per_second=12.2804Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_stddev                          12.7 ns         12.5 ns            5 bytes_per_second=7.81984Mi/s testdata/twitter.json
twitter/Stat_Rapidjson_cv                              0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/twitter.json
twitter/Find_Rapidjson_mean                           59871 ns        59693 ns            5 bytes_per_second=4.12763Gi/s testdata/twitter.json
twitter/Find_Rapidjson_median                         59851 ns        59672 ns            5 bytes_per_second=4.12634Gi/s testdata/twitter.json
twitter/Find_Rapidjson_stddev                          1729 ns         1726 ns            5 bytes_per_second=122.221Mi/s testdata/twitter.json
twitter/Find_Rapidjson_cv                              2.89 %          2.89 %             5 bytes_per_second=2.89% testdata/twitter.json
poet/Stat_SonicDyn_mean                              116464 ns       115998 ns            5 bytes_per_second=28.2042Gi/s testdata/poet.json
poet/Stat_SonicDyn_median                            116383 ns       115898 ns            5 bytes_per_second=28.2285Gi/s testdata/poet.json
poet/Stat_SonicDyn_stddev                               228 ns          251 ns            5 bytes_per_second=62.4451Mi/s testdata/poet.json
poet/Stat_SonicDyn_cv                                  0.20 %          0.22 %             5 bytes_per_second=0.22% testdata/poet.json
poet/Find_SonicDyn_mean                              183435 ns       182747 ns            5 bytes_per_second=17.9025Gi/s testdata/poet.json
poet/Find_SonicDyn_median                            183446 ns       182755 ns            5 bytes_per_second=17.9017Gi/s testdata/poet.json
poet/Find_SonicDyn_stddev                              27.7 ns         25.5 ns            5 bytes_per_second=2.55516Mi/s testdata/poet.json
poet/Find_SonicDyn_cv                                  0.02 %          0.01 %             5 bytes_per_second=0.01% testdata/poet.json
poet/Stat_Rapidjson_mean                             150716 ns       150152 ns            5 bytes_per_second=21.7888Gi/s testdata/poet.json
poet/Stat_Rapidjson_median                           150715 ns       150150 ns            5 bytes_per_second=21.7891Gi/s testdata/poet.json
poet/Stat_Rapidjson_stddev                             30.3 ns         29.5 ns            5 bytes_per_second=4.3872Mi/s testdata/poet.json
poet/Stat_Rapidjson_cv                                 0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/poet.json
poet/Find_Rapidjson_mean                             169107 ns       168469 ns            5 bytes_per_second=19.4197Gi/s testdata/poet.json
poet/Find_Rapidjson_median                           169118 ns       168477 ns            5 bytes_per_second=19.4188Gi/s testdata/poet.json
poet/Find_Rapidjson_stddev                             23.1 ns         22.7 ns            5 bytes_per_second=2.67911Mi/s testdata/poet.json
poet/Find_Rapidjson_cv                                 0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/poet.json
otfcc/Stat_SonicDyn_mean                           58458042 ns     58229938 ns            5 bytes_per_second=1.06215Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_median                         58428204 ns     58199957 ns            5 bytes_per_second=1.06269Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_stddev                           132122 ns       131096 ns            5 bytes_per_second=2.44916Mi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_cv                                 0.23 %          0.23 %             5 bytes_per_second=0.23% testdata/otfcc.json
otfcc/Find_SonicDyn_mean                          814301479 ns    811345954 ns            5 bytes_per_second=78.0599Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_median                        813090859 ns    810134950 ns            5 bytes_per_second=78.1757Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_stddev                          3180727 ns      3181935 ns            5 bytes_per_second=312.919Ki/s testdata/otfcc.json
otfcc/Find_SonicDyn_cv                                 0.39 %          0.39 %             5 bytes_per_second=0.39% testdata/otfcc.json
otfcc/Stat_Rapidjson_mean                          55658978 ns     55445235 ns            5 bytes_per_second=1.11549Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_median                        55625468 ns     55411527 ns            5 bytes_per_second=1.11617Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_stddev                          123902 ns       123516 ns            5 bytes_per_second=2.5387Mi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_cv                                0.22 %          0.22 %             5 bytes_per_second=0.22% testdata/otfcc.json
otfcc/Find_Rapidjson_mean                        1079983381 ns   1076587592 ns            5 bytes_per_second=58.895Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_median                      1097569762 ns   1094134670 ns            5 bytes_per_second=57.884Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_stddev                        40818245 ns     40704851 ns            5 bytes_per_second=2.23609Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_cv                                3.78 %          3.78 %             5 bytes_per_second=3.80% testdata/otfcc.json
lottie/Stat_SonicDyn_mean                            173929 ns       173274 ns            5 bytes_per_second=1.55305Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_median                          173915 ns       173270 ns            5 bytes_per_second=1.55299Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_stddev                            1557 ns         1550 ns            5 bytes_per_second=14.243Mi/s testdata/lottie.json
lottie/Stat_SonicDyn_cv                                0.90 %          0.89 %             5 bytes_per_second=0.90% testdata/lottie.json
lottie/Find_SonicDyn_mean                            235245 ns       234345 ns            5 bytes_per_second=1.14825Gi/s testdata/lottie.json
lottie/Find_SonicDyn_median                          235182 ns       234283 ns            5 bytes_per_second=1.14855Gi/s testdata/lottie.json
lottie/Find_SonicDyn_stddev                             332 ns          333 ns            5 bytes_per_second=1.67334Mi/s testdata/lottie.json
lottie/Find_SonicDyn_cv                                0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/lottie.json
lottie/Stat_Rapidjson_mean                           161721 ns       161117 ns            5 bytes_per_second=1.67013Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_median                         161704 ns       161097 ns            5 bytes_per_second=1.67034Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_stddev                           60.6 ns         62.6 ns            5 bytes_per_second=680.631Ki/s testdata/lottie.json
lottie/Stat_Rapidjson_cv                               0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/lottie.json
lottie/Find_Rapidjson_mean                           193881 ns       193158 ns            5 bytes_per_second=1.39309Gi/s testdata/lottie.json
lottie/Find_Rapidjson_median                         193920 ns       193195 ns            5 bytes_per_second=1.39282Gi/s testdata/lottie.json
lottie/Find_Rapidjson_stddev                           99.5 ns          100 ns            5 bytes_per_second=759.673Ki/s testdata/lottie.json
lottie/Find_Rapidjson_cv                               0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/lottie.json
gsoc-2018/Stat_SonicDyn_mean                          60353 ns        60154 ns            5 bytes_per_second=51.5227Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_median                        60356 ns        60156 ns            5 bytes_per_second=51.5212Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_stddev                         11.5 ns         11.5 ns            5 bytes_per_second=10.0503Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_cv                             0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_mean                        1315971 ns      1311012 ns            5 bytes_per_second=2.36596Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_median                      1333751 ns      1328745 ns            5 bytes_per_second=2.33249Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_stddev                        41019 ns        40853 ns            5 bytes_per_second=78.7871Mi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_cv                             3.12 %          3.12 %             5 bytes_per_second=3.25% testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_mean                         92857 ns        92509 ns            5 bytes_per_second=33.5024Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_median                       92803 ns        92456 ns            5 bytes_per_second=33.5218Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_stddev                         134 ns          133 ns            5 bytes_per_second=49.1919Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_cv                            0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_mean                       1521519 ns      1516135 ns            5 bytes_per_second=2.0442Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_median                     1521584 ns      1516165 ns            5 bytes_per_second=2.04416Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_stddev                         394 ns          375 ns            5 bytes_per_second=530.273Ki/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_cv                            0.03 %          0.02 %             5 bytes_per_second=0.02% testdata/gsoc-2018.json
github_events/Stat_SonicDyn_mean                       4332 ns         4319 ns            5 bytes_per_second=14.0444Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_median                     4332 ns         4319 ns            5 bytes_per_second=14.0436Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_stddev                    0.804 ns        0.786 ns            5 bytes_per_second=2.6188Mi/s testdata/github_events.json
github_events/Stat_SonicDyn_cv                         0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/github_events.json
github_events/Find_SonicDyn_mean                       9110 ns         9083 ns            5 bytes_per_second=6.67795Gi/s testdata/github_events.json
github_events/Find_SonicDyn_median                     9109 ns         9082 ns            5 bytes_per_second=6.6789Gi/s testdata/github_events.json
github_events/Find_SonicDyn_stddev                     10.8 ns         10.8 ns            5 bytes_per_second=8.13198Mi/s testdata/github_events.json
github_events/Find_SonicDyn_cv                         0.12 %          0.12 %             5 bytes_per_second=0.12% testdata/github_events.json
github_events/Stat_Rapidjson_mean                      4605 ns         4592 ns            5 bytes_per_second=13.2103Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_median                    4606 ns         4592 ns            5 bytes_per_second=13.2099Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_stddev                    1.26 ns         1.22 ns            5 bytes_per_second=3.59793Mi/s testdata/github_events.json
github_events/Stat_Rapidjson_cv                        0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/github_events.json
github_events/Find_Rapidjson_mean                     11069 ns        11037 ns            5 bytes_per_second=5.49729Gi/s testdata/github_events.json
github_events/Find_Rapidjson_median                   11145 ns        11112 ns            5 bytes_per_second=5.4587Gi/s testdata/github_events.json
github_events/Find_Rapidjson_stddev                     189 ns          189 ns            5 bytes_per_second=98.3661Mi/s testdata/github_events.json
github_events/Find_Rapidjson_cv                        1.71 %          1.71 %             5 bytes_per_second=1.75% testdata/github_events.json
fgo/Stat_SonicDyn_mean                             13380836 ns     13326997 ns            5 bytes_per_second=3.40946Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_median                           13443585 ns     13389612 ns            5 bytes_per_second=3.39188Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_stddev                             327188 ns       326034 ns            5 bytes_per_second=85.6932Mi/s testdata/fgo.json
fgo/Stat_SonicDyn_cv                                   2.45 %          2.45 %             5 bytes_per_second=2.45% testdata/fgo.json
fgo/Find_SonicDyn_mean                             23715507 ns     23620826 ns            5 bytes_per_second=1.92271Gi/s testdata/fgo.json
fgo/Find_SonicDyn_median                           23716805 ns     23621324 ns            5 bytes_per_second=1.92267Gi/s testdata/fgo.json
fgo/Find_SonicDyn_stddev                              14084 ns        13988 ns            5 bytes_per_second=1.16622Mi/s testdata/fgo.json
fgo/Find_SonicDyn_cv                                   0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/fgo.json
fgo/Stat_Rapidjson_mean                            13334637 ns     13281355 ns            5 bytes_per_second=3.41953Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_median                          13333932 ns     13280091 ns            5 bytes_per_second=3.41986Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_stddev                              3751 ns         3611 ns            5 bytes_per_second=974.495Ki/s testdata/fgo.json
fgo/Stat_Rapidjson_cv                                  0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/fgo.json
fgo/Find_Rapidjson_mean                            24268205 ns     24174405 ns            5 bytes_per_second=1.87872Gi/s testdata/fgo.json
fgo/Find_Rapidjson_median                          24348788 ns     24254816 ns            5 bytes_per_second=1.87245Gi/s testdata/fgo.json
fgo/Find_Rapidjson_stddev                            116265 ns       115809 ns            5 bytes_per_second=9.23658Mi/s testdata/fgo.json
fgo/Find_Rapidjson_cv                                  0.48 %          0.48 %             5 bytes_per_second=0.48% testdata/fgo.json
citm_catalog/Stat_SonicDyn_mean                      133009 ns       132511 ns            5 bytes_per_second=12.1395Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_median                    133302 ns       132803 ns            5 bytes_per_second=12.1126Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_stddev                       710 ns          709 ns            5 bytes_per_second=66.9374Mi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_cv                          0.53 %          0.53 %             5 bytes_per_second=0.54% testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_mean                      214967 ns       214158 ns            5 bytes_per_second=7.5112Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_median                    215069 ns       214258 ns            5 bytes_per_second=7.5077Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_stddev                       187 ns          184 ns            5 bytes_per_second=6.60013Mi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_cv                          0.09 %          0.09 %             5 bytes_per_second=0.09% testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_mean                     135542 ns       135034 ns            5 bytes_per_second=11.9125Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_median                   135442 ns       134936 ns            5 bytes_per_second=11.9211Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_stddev                      431 ns          429 ns            5 bytes_per_second=38.7175Mi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_cv                         0.32 %          0.32 %             5 bytes_per_second=0.32% testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_mean                     203404 ns       202644 ns            5 bytes_per_second=7.93797Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_median                   203515 ns       202765 ns            5 bytes_per_second=7.93323Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_stddev                      212 ns          216 ns            5 bytes_per_second=8.6568Mi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_cv                         0.10 %          0.11 %             5 bytes_per_second=0.11% testdata/citm_catalog.json
canada/Stat_SonicDyn_mean                            604170 ns       601911 ns            5 bytes_per_second=3.48787Gi/s testdata/canada.json
canada/Stat_SonicDyn_median                          609892 ns       607606 ns            5 bytes_per_second=3.45035Gi/s testdata/canada.json
canada/Stat_SonicDyn_stddev                           25104 ns        25001 ns            5 bytes_per_second=150.13Mi/s testdata/canada.json
canada/Stat_SonicDyn_cv                                4.16 %          4.15 %             5 bytes_per_second=4.20% testdata/canada.json
canada/Find_SonicDyn_mean                            490291 ns       488402 ns            5 bytes_per_second=4.29248Gi/s testdata/canada.json
canada/Find_SonicDyn_median                          490399 ns       488506 ns            5 bytes_per_second=4.29156Gi/s testdata/canada.json
canada/Find_SonicDyn_stddev                             489 ns          487 ns            5 bytes_per_second=4.3831Mi/s testdata/canada.json
canada/Find_SonicDyn_cv                                0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/canada.json
canada/Stat_Rapidjson_mean                           569925 ns       567791 ns            5 bytes_per_second=3.69237Gi/s testdata/canada.json
canada/Stat_Rapidjson_median                         568601 ns       566473 ns            5 bytes_per_second=3.70089Gi/s testdata/canada.json
canada/Stat_Rapidjson_stddev                           2849 ns         2847 ns            5 bytes_per_second=18.9189Mi/s testdata/canada.json
canada/Stat_Rapidjson_cv                               0.50 %          0.50 %             5 bytes_per_second=0.50% testdata/canada.json
canada/Find_Rapidjson_mean                           408135 ns       406612 ns            5 bytes_per_second=5.15591Gi/s testdata/canada.json
canada/Find_Rapidjson_median                         408110 ns       406597 ns            5 bytes_per_second=5.1561Gi/s testdata/canada.json
canada/Find_Rapidjson_stddev                           86.3 ns         87.9 ns            5 bytes_per_second=1.14122Mi/s testdata/canada.json
canada/Find_Rapidjson_cv                               0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/canada.json
book/Stat_SonicDyn_mean                                 112 ns          112 ns            5 bytes_per_second=3.06322Gi/s testdata/book.json
book/Stat_SonicDyn_median                               112 ns          111 ns            5 bytes_per_second=3.06747Gi/s testdata/book.json
book/Stat_SonicDyn_stddev                             0.269 ns        0.269 ns            5 bytes_per_second=7.54403Mi/s testdata/book.json
book/Stat_SonicDyn_cv                                  0.24 %          0.24 %             5 bytes_per_second=0.24% testdata/book.json
book/Find_SonicDyn_mean                                 167 ns          167 ns            5 bytes_per_second=2.04935Gi/s testdata/book.json
book/Find_SonicDyn_median                               167 ns          167 ns            5 bytes_per_second=2.04917Gi/s testdata/book.json
book/Find_SonicDyn_stddev                             0.077 ns        0.077 ns            5 bytes_per_second=994.866Ki/s testdata/book.json
book/Find_SonicDyn_cv                                  0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/book.json
book/Stat_Rapidjson_mean                                129 ns          128 ns            5 bytes_per_second=2.66582Gi/s testdata/book.json
book/Stat_Rapidjson_median                              129 ns          128 ns            5 bytes_per_second=2.66588Gi/s testdata/book.json
book/Stat_Rapidjson_stddev                            0.014 ns        0.011 ns            5 bytes_per_second=243.414Ki/s testdata/book.json
book/Stat_Rapidjson_cv                                 0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/book.json
book/Find_Rapidjson_mean                                130 ns          130 ns            5 bytes_per_second=2.63023Gi/s testdata/book.json
book/Find_Rapidjson_median                              130 ns          130 ns            5 bytes_per_second=2.63016Gi/s testdata/book.json
book/Find_Rapidjson_stddev                            0.070 ns        0.069 ns            5 bytes_per_second=1.43724Mi/s testdata/book.json
book/Find_Rapidjson_cv                                 0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/book.json
[sonic-parse] normalized 163 official scenarios
[sonic] sonic benchmark results written to benchmark.json and benchmark_sonic.json
