[sonic-cpp] running official CMake benchmark (benchmark/main.cpp)
2026-09-08T11:02:06+08:00
Running /home/runner/boostkit-perf/sonic-cpp/1.0.2/x86_64/34181714311-2/build/benchmark/bench
Run on (384 X 2400 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x192)
  L1 Instruction 32 KiB (x192)
  L2 Unified 1024 KiB (x192)
  L3 Unified 32768 KiB (x24)
Load Average: 0.63, 1.89, 1.86
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
otfcc/Encode_SonicDyn_stddev                         113638 ns       113078 ns            5 bytes_per_second=1.37042Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_cv                               0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/otfcc.json
otfcc/Encode_Rapidjson_mean                       135056563 ns    134476091 ns            5 bytes_per_second=470.96Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_median                     135062044 ns    134485615 ns            5 bytes_per_second=470.927Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_stddev                         96812 ns        96512 ns            5 bytes_per_second=346.176Ki/s testdata/otfcc.json
otfcc/Encode_Rapidjson_cv                              0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/otfcc.json
otfcc/Encode_YYjson_mean                          136718327 ns    136110672 ns            5 bytes_per_second=465.304Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_median                        136680443 ns    136069857 ns            5 bytes_per_second=465.444Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_stddev                            90836 ns        93715 ns            5 bytes_per_second=327.792Ki/s testdata/otfcc.json
otfcc/Encode_YYjson_cv                                 0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/otfcc.json
otfcc/Encode_SIMDjson_mean                        121034700 ns    120479327 ns            5 bytes_per_second=525.699Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_median                      121152434 ns    120591251 ns            5 bytes_per_second=525.186Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_stddev                         923863 ns       919695 ns            5 bytes_per_second=4.03866Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_cv                               0.76 %          0.76 %             5 bytes_per_second=0.77% testdata/otfcc.json
otfcc/Encode_JsonCpp_mean                        5320401478 ns   5299688543 ns            5 bytes_per_second=11.9759Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_median                      5124335562 ns   5104447956 ns            5 bytes_per_second=12.4074Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_stddev                       277916972 ns    276631945 ns            5 bytes_per_second=628.166Ki/s testdata/otfcc.json
otfcc/Encode_JsonCpp_cv                                5.22 %          5.22 %             5 bytes_per_second=5.12% testdata/otfcc.json
citm_catalog/Encode_SonicDyn_mean                    269278 ns       268126 ns            5 bytes_per_second=5.99937Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_median                  269063 ns       267878 ns            5 bytes_per_second=6.0049Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_stddev                     383 ns          404 ns            5 bytes_per_second=9.25321Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_cv                        0.14 %          0.15 %             5 bytes_per_second=0.15% testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_mean                   577788 ns       575313 ns            5 bytes_per_second=2.79602Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_median                 577638 ns       575177 ns            5 bytes_per_second=2.79668Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_stddev                    386 ns          398 ns            5 bytes_per_second=1.97807Mi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_cv                       0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/citm_catalog.json
citm_catalog/Encode_YYjson_mean                      637209 ns       634474 ns            5 bytes_per_second=2.5353Gi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_median                    637041 ns       634335 ns            5 bytes_per_second=2.53586Gi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_stddev                       363 ns          311 ns            5 bytes_per_second=1.27172Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_cv                          0.06 %          0.05 %             5 bytes_per_second=0.05% testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_mean                    514034 ns       511842 ns            5 bytes_per_second=3.14283Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_median                  515187 ns       513013 ns            5 bytes_per_second=3.13556Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_stddev                    3159 ns         3170 ns            5 bytes_per_second=20.0888Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_cv                        0.61 %          0.62 %             5 bytes_per_second=0.62% testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_mean                   24010235 ns     23915614 ns            5 bytes_per_second=68.8916Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_median                 24064870 ns     23971400 ns            5 bytes_per_second=68.7148Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_stddev                   413476 ns       410999 ns            5 bytes_per_second=1.20109Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_cv                         1.72 %          1.72 %             5 bytes_per_second=1.74% testdata/citm_catalog.json
fgo/Stat_SonicDyn_mean                             12186181 ns     12128783 ns            5 bytes_per_second=3.74826Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_median                           12081088 ns     12024492 ns            5 bytes_per_second=3.77696Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_stddev                             441648 ns       439563 ns            5 bytes_per_second=133.387Mi/s testdata/fgo.json
fgo/Stat_SonicDyn_cv                                   3.62 %          3.62 %             5 bytes_per_second=3.48% testdata/fgo.json
fgo/Find_SonicDyn_mean                             23039712 ns     22933446 ns            5 bytes_per_second=1.98034Gi/s testdata/fgo.json
fgo/Find_SonicDyn_median                           23041894 ns     22934165 ns            5 bytes_per_second=1.98028Gi/s testdata/fgo.json
fgo/Find_SonicDyn_stddev                              14301 ns        13577 ns            5 bytes_per_second=1.2007Mi/s testdata/fgo.json
fgo/Find_SonicDyn_cv                                   0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/fgo.json
fgo/Stat_Rapidjson_mean                            12958637 ns     12899208 ns            5 bytes_per_second=3.52084Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_median                          12960335 ns     12900397 ns            5 bytes_per_second=3.52051Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_stddev                              3006 ns         2919 ns            5 bytes_per_second=835.593Ki/s testdata/fgo.json
fgo/Stat_Rapidjson_cv                                  0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/fgo.json
fgo/Find_Rapidjson_mean                            23680350 ns     23575822 ns            5 bytes_per_second=1.92638Gi/s testdata/fgo.json
fgo/Find_Rapidjson_median                          23690884 ns     23585353 ns            5 bytes_per_second=1.9256Gi/s testdata/fgo.json
fgo/Find_Rapidjson_stddev                             24342 ns        22747 ns            5 bytes_per_second=1.90388Mi/s testdata/fgo.json
fgo/Find_Rapidjson_cv                                  0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/fgo.json
twitterescaped/Stat_SonicDyn_mean                     44883 ns        44724 ns            5 bytes_per_second=11.7115Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_median                   44856 ns        44696 ns            5 bytes_per_second=11.7189Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_stddev                    58.5 ns         57.7 ns            5 bytes_per_second=15.4566Mi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_cv                        0.13 %          0.13 %             5 bytes_per_second=0.13% testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_mean                    138806 ns       138235 ns            5 bytes_per_second=3.78907Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_median                  138801 ns       138237 ns            5 bytes_per_second=3.78902Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_stddev                    38.3 ns         41.2 ns            5 bytes_per_second=1.15579Mi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_cv                        0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_mean                    51860 ns        51663 ns            5 bytes_per_second=10.1385Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_median                  51862 ns        51660 ns            5 bytes_per_second=10.139Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_stddev                   8.84 ns         9.09 ns            5 bytes_per_second=1.82548Mi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_cv                       0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_mean                   166620 ns       165959 ns            5 bytes_per_second=3.15638Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_median                 165398 ns       164741 ns            5 bytes_per_second=3.17944Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_stddev                   1747 ns         1738 ns            5 bytes_per_second=33.6953Mi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_cv                       1.05 %          1.05 %             5 bytes_per_second=1.04% testdata/twitterescaped.json
canada/Stat_SonicDyn_mean                            584660 ns       582181 ns            5 bytes_per_second=3.60104Gi/s testdata/canada.json
canada/Stat_SonicDyn_median                          584801 ns       582298 ns            5 bytes_per_second=3.60031Gi/s testdata/canada.json
canada/Stat_SonicDyn_stddev                             212 ns          214 ns            5 bytes_per_second=1.35877Mi/s testdata/canada.json
canada/Stat_SonicDyn_cv                                0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/canada.json
canada/Find_SonicDyn_mean                            526724 ns       524481 ns            5 bytes_per_second=3.9972Gi/s testdata/canada.json
canada/Find_SonicDyn_median                          526444 ns       524245 ns            5 bytes_per_second=3.999Gi/s testdata/canada.json
canada/Find_SonicDyn_stddev                             550 ns          544 ns            5 bytes_per_second=4.2416Mi/s testdata/canada.json
canada/Find_SonicDyn_cv                                0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/canada.json
canada/Stat_Rapidjson_mean                           533201 ns       530926 ns            5 bytes_per_second=3.94868Gi/s testdata/canada.json
canada/Stat_Rapidjson_median                         532994 ns       530746 ns            5 bytes_per_second=3.95001Gi/s testdata/canada.json
canada/Stat_Rapidjson_stddev                            447 ns          451 ns            5 bytes_per_second=3.43488Mi/s testdata/canada.json
canada/Stat_Rapidjson_cv                               0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/canada.json
canada/Find_Rapidjson_mean                           408042 ns       406316 ns            5 bytes_per_second=5.15967Gi/s testdata/canada.json
canada/Find_Rapidjson_median                         408018 ns       406298 ns            5 bytes_per_second=5.1599Gi/s testdata/canada.json
canada/Find_Rapidjson_stddev                            176 ns          190 ns            5 bytes_per_second=2.47279Mi/s testdata/canada.json
canada/Find_Rapidjson_cv                               0.04 %          0.05 %             5 bytes_per_second=0.05% testdata/canada.json
lottie/Stat_SonicDyn_mean                            167223 ns       166521 ns            5 bytes_per_second=1.61625Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_median                          168522 ns       167813 ns            5 bytes_per_second=1.60349Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_stddev                            2603 ns         2585 ns            5 bytes_per_second=26.212Mi/s testdata/lottie.json
lottie/Stat_SonicDyn_cv                                1.56 %          1.55 %             5 bytes_per_second=1.58% testdata/lottie.json
lottie/Find_SonicDyn_mean                            226802 ns       225845 ns            5 bytes_per_second=1.19146Gi/s testdata/lottie.json
lottie/Find_SonicDyn_median                          226669 ns       225725 ns            5 bytes_per_second=1.1921Gi/s testdata/lottie.json
lottie/Find_SonicDyn_stddev                             399 ns          404 ns            5 bytes_per_second=2.18291Mi/s testdata/lottie.json
lottie/Find_SonicDyn_cv                                0.18 %          0.18 %             5 bytes_per_second=0.18% testdata/lottie.json
lottie/Stat_Rapidjson_mean                           159394 ns       158725 ns            5 bytes_per_second=1.6953Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_median                         159395 ns       158725 ns            5 bytes_per_second=1.6953Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_stddev                           13.8 ns         15.9 ns            5 bytes_per_second=178.347Ki/s testdata/lottie.json
lottie/Stat_Rapidjson_cv                               0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/lottie.json
lottie/Find_Rapidjson_mean                           190156 ns       189355 ns            5 bytes_per_second=1.42107Gi/s testdata/lottie.json
lottie/Find_Rapidjson_median                         190214 ns       189414 ns            5 bytes_per_second=1.42063Gi/s testdata/lottie.json
lottie/Find_Rapidjson_stddev                            158 ns          156 ns            5 bytes_per_second=1.19913Mi/s testdata/lottie.json
lottie/Find_Rapidjson_cv                               0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/lottie.json
book/Stat_SonicDyn_mean                                 111 ns          111 ns            5 bytes_per_second=3.08806Gi/s testdata/book.json
book/Stat_SonicDyn_median                               111 ns          111 ns            5 bytes_per_second=3.09018Gi/s testdata/book.json
book/Stat_SonicDyn_stddev                             0.135 ns        0.142 ns            5 bytes_per_second=4.0622Mi/s testdata/book.json
book/Stat_SonicDyn_cv                                  0.12 %          0.13 %             5 bytes_per_second=0.13% testdata/book.json
book/Find_SonicDyn_mean                                 171 ns          170 ns            5 bytes_per_second=2.00655Gi/s testdata/book.json
book/Find_SonicDyn_median                               171 ns          170 ns            5 bytes_per_second=2.00666Gi/s testdata/book.json
book/Find_SonicDyn_stddev                             0.140 ns        0.143 ns            5 bytes_per_second=1.72513Mi/s testdata/book.json
book/Find_SonicDyn_cv                                  0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/book.json
book/Stat_Rapidjson_mean                                128 ns          127 ns            5 bytes_per_second=2.6877Gi/s testdata/book.json
book/Stat_Rapidjson_median                              128 ns          127 ns            5 bytes_per_second=2.68789Gi/s testdata/book.json
book/Stat_Rapidjson_stddev                            0.027 ns        0.025 ns            5 bytes_per_second=553.992Ki/s testdata/book.json
book/Stat_Rapidjson_cv                                 0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/book.json
book/Find_Rapidjson_mean                                129 ns          128 ns            5 bytes_per_second=2.66081Gi/s testdata/book.json
book/Find_Rapidjson_median                              129 ns          128 ns            5 bytes_per_second=2.66347Gi/s testdata/book.json
book/Find_Rapidjson_stddev                            0.240 ns        0.239 ns            5 bytes_per_second=5.07235Mi/s testdata/book.json
book/Find_Rapidjson_cv                                 0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/book.json
gsoc-2018/Stat_SonicDyn_mean                          59773 ns        59546 ns            5 bytes_per_second=52.0489Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_median                        59770 ns        59544 ns            5 bytes_per_second=52.0499Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_stddev                         11.2 ns         7.35 ns            5 bytes_per_second=6.57747Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_cv                             0.02 %          0.01 %             5 bytes_per_second=0.01% testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_mean                        1081489 ns      1076929 ns            5 bytes_per_second=2.88351Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_median                      1053350 ns      1048916 ns            5 bytes_per_second=2.95475Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_stddev                        54996 ns        54757 ns            5 bytes_per_second=141.502Mi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_cv                             5.09 %          5.08 %             5 bytes_per_second=4.79% testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_mean                         84030 ns        83678 ns            5 bytes_per_second=37.0385Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_median                       83927 ns        83576 ns            5 bytes_per_second=37.0834Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_stddev                         184 ns          184 ns            5 bytes_per_second=83.0279Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_cv                            0.22 %          0.22 %             5 bytes_per_second=0.22% testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_mean                       1511369 ns      1505269 ns            5 bytes_per_second=2.05896Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_median                     1511393 ns      1505304 ns            5 bytes_per_second=2.05891Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_stddev                         170 ns          163 ns            5 bytes_per_second=233.653Ki/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_cv                            0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/gsoc-2018.json
twitter/Stat_SonicDyn_mean                            17162 ns        17102 ns            5 bytes_per_second=14.3976Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_median                          17154 ns        17094 ns            5 bytes_per_second=14.4042Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_stddev                           19.3 ns         18.5 ns            5 bytes_per_second=15.9142Mi/s testdata/twitter.json
twitter/Stat_SonicDyn_cv                               0.11 %          0.11 %             5 bytes_per_second=0.11% testdata/twitter.json
twitter/Find_SonicDyn_mean                            51699 ns        51513 ns            5 bytes_per_second=4.77988Gi/s testdata/twitter.json
twitter/Find_SonicDyn_median                          51685 ns        51503 ns            5 bytes_per_second=4.78081Gi/s testdata/twitter.json
twitter/Find_SonicDyn_stddev                           40.6 ns         41.0 ns            5 bytes_per_second=3.891Mi/s testdata/twitter.json
twitter/Find_SonicDyn_cv                               0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/twitter.json
twitter/Stat_Rapidjson_mean                           19883 ns        19813 ns            5 bytes_per_second=12.4277Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_median                         19883 ns        19811 ns            5 bytes_per_second=12.4288Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_stddev                          5.97 ns         6.11 ns            5 bytes_per_second=3.92149Mi/s testdata/twitter.json
twitter/Stat_Rapidjson_cv                              0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/twitter.json
twitter/Find_Rapidjson_mean                           56630 ns        56430 ns            5 bytes_per_second=4.3637Gi/s testdata/twitter.json
twitter/Find_Rapidjson_median                         56526 ns        56321 ns            5 bytes_per_second=4.37183Gi/s testdata/twitter.json
twitter/Find_Rapidjson_stddev                           559 ns          548 ns            5 bytes_per_second=43.3079Mi/s testdata/twitter.json
twitter/Find_Rapidjson_cv                              0.99 %          0.97 %             5 bytes_per_second=0.97% testdata/twitter.json
github_events/Stat_SonicDyn_mean                       4629 ns         4612 ns            5 bytes_per_second=13.2047Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_median                     4682 ns         4666 ns            5 bytes_per_second=13.0014Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_stddev                      327 ns          325 ns            5 bytes_per_second=963.413Mi/s testdata/github_events.json
github_events/Stat_SonicDyn_cv                         7.05 %          7.05 %             5 bytes_per_second=7.12% testdata/github_events.json
github_events/Find_SonicDyn_mean                       9011 ns         8979 ns            5 bytes_per_second=6.75585Gi/s testdata/github_events.json
github_events/Find_SonicDyn_median                     9006 ns         8974 ns            5 bytes_per_second=6.75923Gi/s testdata/github_events.json
github_events/Find_SonicDyn_stddev                     11.8 ns         11.6 ns            5 bytes_per_second=8.88855Mi/s testdata/github_events.json
github_events/Find_SonicDyn_cv                         0.13 %          0.13 %             5 bytes_per_second=0.13% testdata/github_events.json
github_events/Stat_Rapidjson_mean                      4445 ns         4429 ns            5 bytes_per_second=13.6949Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_median                    4444 ns         4429 ns            5 bytes_per_second=13.6968Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_stddev                    1.25 ns         1.37 ns            5 bytes_per_second=4.33062Mi/s testdata/github_events.json
github_events/Stat_Rapidjson_cv                        0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/github_events.json
github_events/Find_Rapidjson_mean                     10657 ns        10619 ns            5 bytes_per_second=5.71212Gi/s testdata/github_events.json
github_events/Find_Rapidjson_median                   10658 ns        10620 ns            5 bytes_per_second=5.71172Gi/s testdata/github_events.json
github_events/Find_Rapidjson_stddev                    9.92 ns         9.42 ns            5 bytes_per_second=5.19031Mi/s testdata/github_events.json
github_events/Find_Rapidjson_cv                        0.09 %          0.09 %             5 bytes_per_second=0.09% testdata/github_events.json
poet/Stat_SonicDyn_mean                              115024 ns       114539 ns            5 bytes_per_second=28.5634Gi/s testdata/poet.json
poet/Stat_SonicDyn_median                            114977 ns       114486 ns            5 bytes_per_second=28.5766Gi/s testdata/poet.json
poet/Stat_SonicDyn_stddev                               160 ns          158 ns            5 bytes_per_second=40.3813Mi/s testdata/poet.json
poet/Stat_SonicDyn_cv                                  0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/poet.json
poet/Find_SonicDyn_mean                              176108 ns       175374 ns            5 bytes_per_second=18.6551Gi/s testdata/poet.json
poet/Find_SonicDyn_median                            176154 ns       175406 ns            5 bytes_per_second=18.6517Gi/s testdata/poet.json
poet/Find_SonicDyn_stddev                              82.9 ns         89.3 ns            5 bytes_per_second=9.72932Mi/s testdata/poet.json
poet/Find_SonicDyn_cv                                  0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/poet.json
poet/Stat_Rapidjson_mean                             149169 ns       148544 ns            5 bytes_per_second=22.0246Gi/s testdata/poet.json
poet/Stat_Rapidjson_median                           149162 ns       148532 ns            5 bytes_per_second=22.0265Gi/s testdata/poet.json
poet/Stat_Rapidjson_stddev                             30.4 ns         38.7 ns            5 bytes_per_second=5.88043Mi/s testdata/poet.json
poet/Stat_Rapidjson_cv                                 0.02 %          0.03 %             5 bytes_per_second=0.03% testdata/poet.json
poet/Find_Rapidjson_mean                             164346 ns       163657 ns            5 bytes_per_second=19.9908Gi/s testdata/poet.json
poet/Find_Rapidjson_median                           164219 ns       163528 ns            5 bytes_per_second=20.0065Gi/s testdata/poet.json
poet/Find_Rapidjson_stddev                              236 ns          234 ns            5 bytes_per_second=29.2795Mi/s testdata/poet.json
poet/Find_Rapidjson_cv                                 0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/poet.json
otfcc/Stat_SonicDyn_mean                           54614918 ns     54371229 ns            5 bytes_per_second=1.13753Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_median                         54541713 ns     54296775 ns            5 bytes_per_second=1.13908Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_stddev                           109847 ns       112970 ns            5 bytes_per_second=2.41831Mi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_cv                                 0.20 %          0.21 %             5 bytes_per_second=0.21% testdata/otfcc.json
otfcc/Find_SonicDyn_mean                          676608097 ns    673923271 ns            5 bytes_per_second=93.9775Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_median                        675048867 ns    672383499 ns            5 bytes_per_second=94.1916Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_stddev                          2659554 ns      2655959 ns            5 bytes_per_second=377.685Ki/s testdata/otfcc.json
otfcc/Find_SonicDyn_cv                                 0.39 %          0.39 %             5 bytes_per_second=0.39% testdata/otfcc.json
otfcc/Stat_Rapidjson_mean                          51916082 ns     51677195 ns            5 bytes_per_second=1.19683Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_median                        51972977 ns     51744262 ns            5 bytes_per_second=1.19527Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_stddev                          113702 ns       117524 ns            5 bytes_per_second=2.78971Mi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_cv                                0.22 %          0.23 %             5 bytes_per_second=0.23% testdata/otfcc.json
otfcc/Find_Rapidjson_mean                        1084495313 ns   1080228451 ns            5 bytes_per_second=58.6292Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_median                      1084889386 ns   1080693231 ns            5 bytes_per_second=58.6039Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_stddev                          859688 ns       840811 ns            5 bytes_per_second=46.7438Ki/s testdata/otfcc.json
otfcc/Find_Rapidjson_cv                                0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/otfcc.json
citm_catalog/Stat_SonicDyn_mean                      127967 ns       127404 ns            5 bytes_per_second=12.6264Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_median                    127931 ns       127352 ns            5 bytes_per_second=12.631Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_stddev                       874 ns          857 ns            5 bytes_per_second=86.9553Mi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_cv                          0.68 %          0.67 %             5 bytes_per_second=0.67% testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_mean                      202135 ns       201265 ns            5 bytes_per_second=7.99236Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_median                    202164 ns       201309 ns            5 bytes_per_second=7.99063Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_stddev                      96.2 ns         99.5 ns            5 bytes_per_second=4.0491Mi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_cv                          0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_mean                     132724 ns       132162 ns            5 bytes_per_second=12.1714Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_median                   132741 ns       132188 ns            5 bytes_per_second=12.1689Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_stddev                      212 ns          211 ns            5 bytes_per_second=19.9126Mi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_cv                         0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_mean                     200546 ns       199708 ns            5 bytes_per_second=8.0547Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_median                   200521 ns       199682 ns            5 bytes_per_second=8.05573Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_stddev                      120 ns          119 ns            5 bytes_per_second=4.92695Mi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_cv                         0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/citm_catalog.json
[sonic-cpp-parse] normalized 163 official scenarios
[sonic-cpp] sonic-cpp benchmark results written to benchmark.json and benchmark_sonic_cpp.json
